"sname","date","value"
"5Y US Bond",2018-03-25,2.606
"5Y US Bond",2018-03-26,2.640
"5Y US Bond",2018-03-27,2.570
"5Y US Bond",2018-03-28,2.596
"5Y US Bond",2018-03-29,2.562
"5Y US Bond",2018-03-30,2.562
"5Y US Bond",2018-03-31,2.562
"5Y US Bond",2018-04-01,2.582
"5Y US Bond",2018-04-02,2.550
"5Y US Bond",2018-04-03,2.599
"5Y US Bond",2018-04-04,2.626
"5Y US Bond",2018-04-05,2.640
"5Y US Bond",2018-04-06,2.587
"5Y US Bond",2018-04-07,2.587
"5Y US Bond",2018-04-08,2.601
"5Y US Bond",2018-04-09,2.598
"5Y US Bond",2018-04-10,2.625
"5Y US Bond",2018-04-11,2.613
"5Y US Bond",2018-04-12,2.679
"5Y US Bond",2018-04-13,2.671
"5Y US Bond",2018-04-14,2.671
"5Y US Bond",2018-04-15,2.688
"5Y US Bond",2018-04-16,2.681
"5Y US Bond",2018-04-17,2.690
"5Y US Bond",2018-04-18,2.733
"5Y US Bond",2018-04-19,2.757
"5Y US Bond",2018-04-20,2.802
"5Y US Bond",2018-04-21,2.802
"5Y US Bond",2018-04-22,2.809
"5Y US Bond",2018-04-23,2.822
"5Y US Bond",2018-04-24,2.828
"5Y US Bond",2018-04-25,2.842
"5Y US Bond",2018-04-26,2.814
"5Y US Bond",2018-04-27,2.804
"5Y US Bond",2018-04-28,2.804
"5Y US Bond",2018-04-29,2.804
"5Y US Bond",2018-04-30,2.801
"5Y US Bond",2018-05-01,2.814
"5Y US Bond",2018-05-02,2.804
"5Y US Bond",2018-05-03,2.782
"5Y US Bond",2018-05-04,2.787
"5Y US Bond",2018-05-05,2.787
"5Y US Bond",2018-05-06,2.789
"5Y US Bond",2018-05-07,2.789
"5Y US Bond",2018-05-08,2.811
"5Y US Bond",2018-05-09,2.841
"5Y US Bond",2018-05-10,2.830
"5Y US Bond",2018-05-11,2.838
"5Y US Bond",2018-05-12,2.838
"5Y US Bond",2018-05-13,2.843
"5Y US Bond",2018-05-14,2.862
"5Y US Bond",2018-05-15,2.917
"5Y US Bond",2018-05-16,2.944
"5Y US Bond",2018-05-17,2.939
"5Y US Bond",2018-05-18,2.888
"5Y US Bond",2018-05-19,2.888
"5Y US Bond",2018-05-20,2.910
"5Y US Bond",2018-05-21,2.895
"5Y US Bond",2018-05-22,2.898
"5Y US Bond",2018-05-23,2.825
"5Y US Bond",2018-05-24,2.814
"5Y US Bond",2018-05-25,2.764
"5Y US Bond",2018-05-26,2.764
"5Y US Bond",2018-05-27,2.764
"5Y US Bond",2018-05-28,2.731
"5Y US Bond",2018-05-29,2.601
"5Y US Bond",2018-05-30,2.683
"5Y US Bond",2018-05-31,2.700
"5Y US Bond",2018-06-01,2.747
"5Y US Bond",2018-06-02,2.747
"5Y US Bond",2018-06-03,2.753
"5Y US Bond",2018-06-04,2.796
"5Y US Bond",2018-06-05,2.768
"5Y US Bond",2018-06-06,2.811
"5Y US Bond",2018-06-07,2.770
"5Y US Bond",2018-06-08,2.785
"5Y US Bond",2018-06-09,2.785
"5Y US Bond",2018-06-10,2.792
"5Y US Bond",2018-06-11,2.796
"5Y US Bond",2018-06-12,2.813
"5Y US Bond",2018-06-13,2.837
"5Y US Bond",2018-06-14,2.808
"5Y US Bond",2018-06-15,2.799
"5Y US Bond",2018-06-16,2.799
"5Y US Bond",2018-06-17,2.797
"5Y US Bond",2018-06-18,2.792
"5Y US Bond",2018-06-19,2.772
"5Y US Bond",2018-06-20,2.808
"5Y US Bond",2018-06-21,2.768
"5Y US Bond",2018-06-22,2.767
"5Y US Bond",2018-06-23,2.767
"5Y US Bond",2018-06-24,2.765
"5Y US Bond",2018-06-25,2.753
"5Y US Bond",2018-06-26,2.746
"5Y US Bond",2018-06-27,2.699
"5Y US Bond",2018-06-28,2.718
"5Y US Bond",2018-06-29,2.740
"5Y US Bond",2018-06-30,2.740
"5Y US Bond",2018-07-01,2.736
"5Y US Bond",2018-07-02,2.756
"5Y US Bond",2018-07-03,2.723
"5Y US Bond",2018-07-04,2.733
"5Y US Bond",2018-07-05,2.731
"5Y US Bond",2018-07-06,2.718
"5Y US Bond",2018-07-07,2.718
"5Y US Bond",2018-07-08,2.720
"5Y US Bond",2018-07-09,2.752
"5Y US Bond",2018-07-10,2.764
"5Y US Bond",2018-07-11,2.738
"5Y US Bond",2018-07-12,2.748
"5Y US Bond",2018-07-13,2.727
"5Y US Bond",2018-07-14,2.727
"5Y US Bond",2018-07-15,2.727
"5Y US Bond",2018-07-16,2.751
"5Y US Bond",2018-07-17,2.763
"5Y US Bond",2018-07-18,2.773
"5Y US Bond",2018-07-19,2.734
"5Y US Bond",2018-07-20,2.764
"5Y US Bond",2018-07-21,2.764
"5Y US Bond",2018-07-22,2.766
"5Y US Bond",2018-07-23,2.823
"5Y US Bond",2018-07-24,2.821
"5Y US Bond",2018-07-25,2.849
"5Y US Bond",2018-07-26,2.865
"5Y US Bond",2018-07-27,2.846
"5Y US Bond",2018-07-28,2.846
"5Y US Bond",2018-07-29,2.846
"5Y US Bond",2018-07-30,2.851
"5Y US Bond",2018-07-31,2.848
"5Y US Bond",2018-08-01,2.875
"5Y US Bond",2018-08-02,2.855
"5Y US Bond",2018-08-03,2.814
"5Y US Bond",2018-08-04,2.814
"5Y US Bond",2018-08-05,2.819
"5Y US Bond",2018-08-06,2.809
"5Y US Bond",2018-08-07,2.845
"5Y US Bond",2018-08-08,2.835
"5Y US Bond",2018-08-09,2.809
"5Y US Bond",2018-08-10,2.747
"5Y US Bond",2018-08-11,2.747
"5Y US Bond",2018-08-12,2.738
"5Y US Bond",2018-08-13,2.747
"5Y US Bond",2018-08-14,2.774
"5Y US Bond",2018-08-15,2.735
"5Y US Bond",2018-08-16,2.745
"5Y US Bond",2018-08-17,2.743
"5Y US Bond",2018-08-18,2.743
"5Y US Bond",2018-08-19,2.746
"5Y US Bond",2018-08-20,2.699
"5Y US Bond",2018-08-21,2.726
"5Y US Bond",2018-08-22,2.704
"5Y US Bond",2018-08-23,2.724
"5Y US Bond",2018-08-24,2.716
"5Y US Bond",2018-08-25,2.716
"5Y US Bond",2018-08-26,2.723
"5Y US Bond",2018-08-27,2.741
"5Y US Bond",2018-08-28,2.777
"5Y US Bond",2018-08-29,2.784
"5Y US Bond",2018-08-30,2.752
"5Y US Bond",2018-08-31,2.738
"5Y US Bond",2018-09-01,2.738
"5Y US Bond",2018-09-02,2.738
"5Y US Bond",2018-09-03,2.740
"5Y US Bond",2018-09-04,2.774
"5Y US Bond",2018-09-05,2.770
"5Y US Bond",2018-09-06,2.747
"5Y US Bond",2018-09-07,2.819
"5Y US Bond",2018-09-08,2.819
"5Y US Bond",2018-09-09,2.821
"5Y US Bond",2018-09-10,2.825
"5Y US Bond",2018-09-11,2.870
"5Y US Bond",2018-09-12,2.862
"5Y US Bond",2018-09-13,2.876
"5Y US Bond",2018-09-14,2.905
"5Y US Bond",2018-09-15,2.905
"5Y US Bond",2018-09-16,2.905
"5Y US Bond",2018-09-17,2.893
"5Y US Bond",2018-09-18,2.946
"5Y US Bond",2018-09-19,2.950
"5Y US Bond",2018-09-20,2.955
"5Y US Bond",2018-09-21,2.952
"5Y US Bond",2018-09-22,2.952
"5Y US Bond",2018-09-23,2.952
"5Y US Bond",2018-09-24,2.969
"5Y US Bond",2018-09-25,2.983
"5Y US Bond",2018-09-26,2.944
"5Y US Bond",2018-09-27,2.958
"5Y US Bond",2018-09-28,2.955
"5Y US Bond",2018-09-29,2.955
"5Y US Bond",2018-09-30,2.963
"5Y US Bond",2018-10-01,2.965
"5Y US Bond",2018-10-02,2.950
"5Y US Bond",2018-10-03,3.042
"5Y US Bond",2018-10-04,3.045
"5Y US Bond",2018-10-05,3.073
"5Y US Bond",2018-10-06,3.073
"5Y US Bond",2018-10-07,3.073
"5Y US Bond",2018-10-08,3.061
"5Y US Bond",2018-10-09,3.054
"5Y US Bond",2018-10-10,3.011
"5Y US Bond",2018-10-11,3.001
"5Y US Bond",2018-10-12,3.022
"5Y US Bond",2018-10-13,3.022
"5Y US Bond",2018-10-14,3.013
"5Y US Bond",2018-10-15,3.010
"5Y US Bond",2018-10-16,3.024
"5Y US Bond",2018-10-17,3.062
"5Y US Bond",2018-10-18,3.025
"5Y US Bond",2018-10-19,3.048
"5Y US Bond",2018-10-20,3.048
"5Y US Bond",2018-10-21,3.046
"5Y US Bond",2018-10-22,3.050
"5Y US Bond",2018-10-23,3.014
"5Y US Bond",2018-10-24,2.948
"5Y US Bond",2018-10-25,2.968
"5Y US Bond",2018-10-26,2.909
"5Y US Bond",2018-10-27,2.909
"5Y US Bond",2018-10-28,2.914
"5Y US Bond",2018-10-29,2.922
"5Y US Bond",2018-10-30,2.951
"5Y US Bond",2018-10-31,2.978
"5Y US Bond",2018-11-01,2.961
"5Y US Bond",2018-11-02,3.042
"5Y US Bond",2018-11-03,3.042
"5Y US Bond",2018-11-04,3.030
"5Y US Bond",2018-11-05,3.028
"5Y US Bond",2018-11-06,3.061
"5Y US Bond",2018-11-07,3.083
"5Y US Bond",2018-11-08,3.093
"5Y US Bond",2018-11-09,3.041
"5Y US Bond",2018-11-10,3.041
"5Y US Bond",2018-11-11,3.041
"5Y US Bond",2018-11-12,3.001
"5Y US Bond",2018-11-13,2.984
"5Y US Bond",2018-11-14,2.957
"5Y US Bond",2018-11-15,2.936
"5Y US Bond",2018-11-16,2.882
"5Y US Bond",2018-11-17,2.882
"5Y US Bond",2018-11-18,2.873
"5Y US Bond",2018-11-19,2.871
"5Y US Bond",2018-11-20,2.885
"5Y US Bond",2018-11-21,2.893
"5Y US Bond",2018-11-22,2.894
"5Y US Bond",2018-11-23,2.873
"5Y US Bond",2018-11-24,2.873
"5Y US Bond",2018-11-25,2.873
"5Y US Bond",2018-11-26,2.888
"5Y US Bond",2018-11-27,2.890
"5Y US Bond",2018-11-28,2.868
"5Y US Bond",2018-11-29,2.848
"5Y US Bond",2018-11-30,2.823
"5Y US Bond",2018-12-01,2.823
"5Y US Bond",2018-12-02,2.872
"5Y US Bond",2018-12-03,2.816
"5Y US Bond",2018-12-04,2.791
"5Y US Bond",2018-12-05,2.797
"5Y US Bond",2018-12-06,2.753
"5Y US Bond",2018-12-07,2.701
"5Y US Bond",2018-12-08,2.701
"5Y US Bond",2018-12-09,2.674
"5Y US Bond",2018-12-10,2.718
"5Y US Bond",2018-12-11,2.743
"5Y US Bond",2018-12-12,2.770
"5Y US Bond",2018-12-13,2.756
"5Y US Bond",2018-12-14,2.734
"5Y US Bond",2018-12-15,2.734
"5Y US Bond",2018-12-16,2.737
"5Y US Bond",2018-12-17,2.692
"5Y US Bond",2018-12-18,2.654
"5Y US Bond",2018-12-19,2.627
"5Y US Bond",2018-12-20,2.671
"5Y US Bond",2018-12-21,2.637
"5Y US Bond",2018-12-22,2.637
"5Y US Bond",2018-12-23,2.637
"5Y US Bond",2018-12-24,2.572
"5Y US Bond",2018-12-25,2.578
"5Y US Bond",2018-12-26,2.650
"5Y US Bond",2018-12-27,2.620
"5Y US Bond",2018-12-28,2.555
"5Y US Bond",2018-12-29,2.555
"5Y US Bond",2018-12-30,2.555
"5Y US Bond",2018-12-31,2.510
"5Y US Bond",2019-01-01,2.510
"5Y US Bond",2019-01-02,2.468
"5Y US Bond",2019-01-03,2.355
"5Y US Bond",2019-01-04,2.501
"5Y US Bond",2019-01-05,2.501
"5Y US Bond",2019-01-06,2.502
"5Y US Bond",2019-01-07,2.538
"5Y US Bond",2019-01-08,2.581
"5Y US Bond",2019-01-09,2.549
"5Y US Bond",2019-01-10,2.569
"5Y US Bond",2019-01-11,2.527
"5Y US Bond",2019-01-12,2.527
"5Y US Bond",2019-01-13,2.527
"5Y US Bond",2019-01-14,2.527
"5Y US Bond",2019-01-15,2.534
"5Y US Bond",2019-01-16,2.542
"5Y US Bond",2019-01-17,2.576
"5Y US Bond",2019-01-18,2.625
"5Y US Bond",2019-01-19,2.625
"5Y US Bond",2019-01-20,2.625
"5Y US Bond",2019-01-21,2.608
"5Y US Bond",2019-01-22,2.579
"5Y US Bond",2019-01-23,2.584
"5Y US Bond",2019-01-24,2.550
"5Y US Bond",2019-01-25,2.598
"5Y US Bond",2019-01-26,2.598
"5Y US Bond",2019-01-27,2.596
"5Y US Bond",2019-01-28,2.582
"5Y US Bond",2019-01-29,2.545
"5Y US Bond",2019-01-30,2.485
"5Y US Bond",2019-01-31,2.440
"5Y US Bond",2019-02-01,2.503
"5Y US Bond",2019-02-02,2.503
"5Y US Bond",2019-02-03,2.515
"5Y US Bond",2019-02-04,2.537
"5Y US Bond",2019-02-05,2.517
"5Y US Bond",2019-02-06,2.508
"5Y US Bond",2019-02-07,2.465
"5Y US Bond",2019-02-08,2.445
"5Y US Bond",2019-02-09,2.445
"5Y US Bond",2019-02-10,2.444
"5Y US Bond",2019-02-11,2.470
"5Y US Bond",2019-02-12,2.493
"5Y US Bond",2019-02-13,2.529
"5Y US Bond",2019-02-14,2.473
"5Y US Bond",2019-02-15,2.493
"5Y US Bond",2019-02-16,2.493
"5Y US Bond",2019-02-17,2.493
"5Y US Bond",2019-02-18,2.500
"5Y US Bond",2019-02-19,2.459
"5Y US Bond",2019-02-20,2.471
"5Y US Bond",2019-02-21,2.513
"5Y US Bond",2019-02-22,2.471
"5Y US Bond",2019-02-23,2.471
"5Y US Bond",2019-02-24,2.485
"5Y US Bond",2019-02-25,2.481
"5Y US Bond",2019-02-26,2.447
"5Y US Bond",2019-02-27,2.482
"5Y US Bond",2019-02-28,2.516
"5Y US Bond",2019-03-01,2.561
"5Y US Bond",2019-03-02,2.561
"5Y US Bond",2019-03-03,2.570
"5Y US Bond",2019-03-04,2.529
"5Y US Bond",2019-03-05,2.529
"5Y US Bond",2019-03-06,2.499
"5Y US Bond",2019-03-07,2.442
"5Y US Bond",2019-03-08,2.432
"5Y US Bond",2019-03-09,2.432
"5Y US Bond",2019-03-10,2.430
"5Y US Bond",2019-03-11,2.444
"5Y US Bond",2019-03-12,2.405
"5Y US Bond",2019-03-13,2.432
"5Y US Bond",2019-03-14,2.430
"5Y US Bond",2019-03-15,2.397
"5Y US Bond",2019-03-16,2.397
"5Y US Bond",2019-03-17,2.400
"5Y US Bond",2019-03-18,2.415
"5Y US Bond",2019-03-19,2.429
"5Y US Bond",2019-03-20,2.326
"5Y US Bond",2019-03-21,2.341
"5Y US Bond",2019-03-22,2.240
"5Y US Bond",2019-03-23,2.240
"5Y US Bond",2019-03-24,2.250
"5Y US Bond",2019-03-25,2.187
"5Y US Bond",2019-03-26,2.208
"5Y US Bond",2019-03-27,2.170
"5Y US Bond",2019-03-28,2.209
"5Y US Bond",2019-03-29,2.236
"5Y US Bond",2019-03-30,2.236
"5Y US Bond",2019-03-31,2.260
"5Y US Bond",2019-04-01,2.325
"5Y US Bond",2019-04-02,2.283
"5Y US Bond",2019-04-03,2.330
"5Y US Bond",2019-04-04,2.318
"5Y US Bond",2019-04-05,2.309
"5Y US Bond",2019-04-06,2.309
"5Y US Bond",2019-04-07,2.315
"5Y US Bond",2019-04-08,2.326
"5Y US Bond",2019-04-09,2.307
"5Y US Bond",2019-04-10,2.270
"5Y US Bond",2019-04-11,2.314
"5Y US Bond",2019-04-12,2.377
"5Y US Bond",2019-04-13,2.377
"5Y US Bond",2019-04-14,2.373
"5Y US Bond",2019-04-15,2.372
"5Y US Bond",2019-04-16,2.406
"5Y US Bond",2019-04-17,2.404
"5Y US Bond",2019-04-18,2.369
"5Y US Bond",2019-04-19,2.369
"5Y US Bond",2019-04-20,2.369
"5Y US Bond",2019-04-21,2.366
"5Y US Bond",2019-04-22,2.385
"5Y US Bond",2019-04-23,2.361
"5Y US Bond",2019-04-24,2.312
"5Y US Bond",2019-04-25,2.330
"5Y US Bond",2019-04-26,2.290
"5Y US Bond",2019-04-27,2.290
"5Y US Bond",2019-04-28,2.290
"5Y US Bond",2019-04-29,2.312
"5Y US Bond",2019-04-30,2.278
"5Y US Bond",2019-05-01,2.303
"5Y US Bond",2019-05-02,2.347
"5Y US Bond",2019-05-03,2.327
"5Y US Bond",2019-05-04,2.327
"5Y US Bond",2019-05-05,2.327
"5Y US Bond",2019-05-06,2.293
"5Y US Bond",2019-05-07,2.253
"5Y US Bond",2019-05-08,2.288
"5Y US Bond",2019-05-09,2.253
"5Y US Bond",2019-05-10,2.268
"5Y US Bond",2019-05-11,2.268
"5Y US Bond",2019-05-12,2.225
"5Y US Bond",2019-05-13,2.185
"5Y US Bond",2019-05-14,2.191
"5Y US Bond",2019-05-15,2.151
"5Y US Bond",2019-05-16,2.171
"5Y US Bond",2019-05-17,2.176
"5Y US Bond",2019-05-18,2.176
"5Y US Bond",2019-05-19,2.188
"5Y US Bond",2019-05-20,2.206
"5Y US Bond",2019-05-21,2.228
"5Y US Bond",2019-05-22,2.179
"5Y US Bond",2019-05-23,2.118
"5Y US Bond",2019-05-24,2.122
"5Y US Bond",2019-05-25,2.122
"5Y US Bond",2019-05-26,2.122
"5Y US Bond",2019-05-27,2.117
"5Y US Bond",2019-05-28,2.070
"5Y US Bond",2019-05-29,2.071
"5Y US Bond",2019-05-30,2.025
"5Y US Bond",2019-05-31,1.916
"5Y US Bond",2019-06-01,1.916
"5Y US Bond",2019-06-02,1.906
"5Y US Bond",2019-06-03,1.840
"5Y US Bond",2019-06-04,1.886
"5Y US Bond",2019-06-05,1.871
"5Y US Bond",2019-06-06,1.883
"5Y US Bond",2019-06-07,1.851
"5Y US Bond",2019-06-08,1.851
"5Y US Bond",2019-06-09,1.901
"5Y US Bond",2019-06-10,1.917
"5Y US Bond",2019-06-11,1.915
"5Y US Bond",2019-06-12,1.874
"5Y US Bond",2019-06-13,1.835
"5Y US Bond",2019-06-14,1.836
"5Y US Bond",2019-06-15,1.836
"5Y US Bond",2019-06-16,1.849
"5Y US Bond",2019-06-17,1.852
"5Y US Bond",2019-06-18,1.831
"5Y US Bond",2019-06-19,1.765
"5Y US Bond",2019-06-20,1.776
"5Y US Bond",2019-06-21,1.797
"5Y US Bond",2019-06-22,1.797
"5Y US Bond",2019-06-23,1.796
"5Y US Bond",2019-06-24,1.748
"5Y US Bond",2019-06-25,1.729
"5Y US Bond",2019-06-26,1.798
"5Y US Bond",2019-06-27,1.770
"5Y US Bond",2019-06-28,1.768
"5Y US Bond",2019-06-29,1.768
"5Y US Bond",2019-06-30,1.814
"5Y US Bond",2019-07-01,1.796
"5Y US Bond",2019-07-02,1.743
"5Y US Bond",2019-07-03,1.737
"5Y US Bond",2019-07-04,1.730
"5Y US Bond",2019-07-05,1.837
"5Y US Bond",2019-07-06,1.837
"5Y US Bond",2019-07-07,1.842
"5Y US Bond",2019-07-08,1.854
"5Y US Bond",2019-07-09,1.889
"5Y US Bond",2019-07-10,1.828
"5Y US Bond",2019-07-11,1.899
"5Y US Bond",2019-07-12,1.871
"5Y US Bond",2019-07-13,1.871
"5Y US Bond",2019-07-14,1.871
"5Y US Bond",2019-07-15,1.846
"5Y US Bond",2019-07-16,1.871
"5Y US Bond",2019-07-17,1.811
"5Y US Bond",2019-07-18,1.766
"5Y US Bond",2019-07-19,1.816
"5Y US Bond",2019-07-20,1.816
"5Y US Bond",2019-07-21,1.821
"5Y US Bond",2019-07-22,1.805
"5Y US Bond",2019-07-23,1.828
"5Y US Bond",2019-07-24,1.815
"5Y US Bond",2019-07-25,1.862
"5Y US Bond",2019-07-26,1.853
"5Y US Bond",2019-07-27,1.853
"5Y US Bond",2019-07-28,1.845
"5Y US Bond",2019-07-29,1.844
"5Y US Bond",2019-07-30,1.842
"5Y US Bond",2019-07-31,1.822
"5Y US Bond",2019-08-01,1.693
"5Y US Bond",2019-08-02,1.661
"5Y US Bond",2019-08-03,1.661
"5Y US Bond",2019-08-04,1.663
"5Y US Bond",2019-08-05,1.528
"5Y US Bond",2019-08-06,1.526
"5Y US Bond",2019-08-07,1.542
"5Y US Bond",2019-08-08,1.544
"5Y US Bond",2019-08-09,1.579
"5Y US Bond",2019-08-10,1.579
"5Y US Bond",2019-08-11,1.579
"5Y US Bond",2019-08-12,1.486
"5Y US Bond",2019-08-13,1.586
"5Y US Bond",2019-08-14,1.494
"5Y US Bond",2019-08-15,1.396
"5Y US Bond",2019-08-16,1.423
"5Y US Bond",2019-08-17,1.423
"5Y US Bond",2019-08-18,1.430
"5Y US Bond",2019-08-19,1.480
"5Y US Bond",2019-08-20,1.428
"5Y US Bond",2019-08-21,1.474
"5Y US Bond",2019-08-22,1.498
"5Y US Bond",2019-08-23,1.414
"5Y US Bond",2019-08-24,1.414
"5Y US Bond",2019-08-25,1.349
"5Y US Bond",2019-08-26,1.419
"5Y US Bond",2019-08-27,1.381
"5Y US Bond",2019-08-28,1.374
"5Y US Bond",2019-08-29,1.396
"5Y US Bond",2019-08-30,1.391
"5Y US Bond",2019-08-31,1.391
"5Y US Bond",2019-09-01,1.391
"5Y US Bond",2019-09-02,1.390
"5Y US Bond",2019-09-03,1.334
"5Y US Bond",2019-09-04,1.321
"5Y US Bond",2019-09-05,1.434
"5Y US Bond",2019-09-06,1.431
"5Y US Bond",2019-09-07,1.431
"5Y US Bond",2019-09-08,1.431
"5Y US Bond",2019-09-09,1.500
"5Y US Bond",2019-09-10,1.603
"5Y US Bond",2019-09-11,1.598
"5Y US Bond",2019-09-12,1.640
"5Y US Bond",2019-09-13,1.757
"5Y US Bond",2019-09-14,1.757
"5Y US Bond",2019-09-15,1.757
"5Y US Bond",2019-09-16,1.697
"5Y US Bond",2019-09-17,1.664
"5Y US Bond",2019-09-18,1.678
"5Y US Bond",2019-09-19,1.663
"5Y US Bond",2019-09-20,1.600
"5Y US Bond",2019-09-21,1.600
"5Y US Bond",2019-09-22,1.600
"5Y US Bond",2019-09-23,1.600
"5Y US Bond",2019-09-24,1.529
"5Y US Bond",2019-09-25,1.609
"5Y US Bond",2019-09-26,1.585
"5Y US Bond",2019-09-27,1.565
"5Y US Bond",2019-09-28,1.565
"5Y US Bond",2019-09-29,1.560
"5Y US Bond",2019-09-30,1.546
"5Y US Bond",2019-10-01,1.489
"5Y US Bond",2019-10-02,1.435
"5Y US Bond",2019-10-03,1.349
"5Y US Bond",2019-10-04,1.349
"5Y US Bond",2019-10-05,1.349
"5Y US Bond",2019-10-06,1.331
"5Y US Bond",2019-10-07,1.397
"5Y US Bond",2019-10-08,1.357
"5Y US Bond",2019-10-09,1.409
"5Y US Bond",2019-10-10,1.488
"5Y US Bond",2019-10-11,1.556
"5Y US Bond",2019-10-12,1.556
"5Y US Bond",2019-10-13,1.556
"5Y US Bond",2019-10-14,1.546
"5Y US Bond",2019-10-15,1.599
"5Y US Bond",2019-10-16,1.567
"5Y US Bond",2019-10-17,1.574
"5Y US Bond",2019-10-18,1.566
"5Y US Bond",2019-10-19,1.566
"5Y US Bond",2019-10-20,1.551
"5Y US Bond",2019-10-21,1.612
"5Y US Bond",2019-10-22,1.591
"5Y US Bond",2019-10-23,1.594
"5Y US Bond",2019-10-24,1.588
"5Y US Bond",2019-10-25,1.626
"5Y US Bond",2019-10-26,1.626
"5Y US Bond",2019-10-27,1.629
"5Y US Bond",2019-10-28,1.665
"5Y US Bond",2019-10-29,1.659
"5Y US Bond",2019-10-30,1.608
"5Y US Bond",2019-10-31,1.518
"5Y US Bond",2019-11-01,1.544
"5Y US Bond",2019-11-02,1.544
"5Y US Bond",2019-11-03,1.544
"5Y US Bond",2019-11-04,1.598
"5Y US Bond",2019-11-05,1.661
"5Y US Bond",2019-11-06,1.631
"5Y US Bond",2019-11-07,1.742
"5Y US Bond",2019-11-08,1.751
"5Y US Bond",2019-11-09,1.751
"5Y US Bond",2019-11-10,1.751
"5Y US Bond",2019-11-11,1.739
"5Y US Bond",2019-11-12,1.734
"5Y US Bond",2019-11-13,1.698
"5Y US Bond",2019-11-14,1.628
"5Y US Bond",2019-11-15,1.653
"5Y US Bond",2019-11-16,1.653
"5Y US Bond",2019-11-17,1.642
"5Y US Bond",2019-11-18,1.637
"5Y US Bond",2019-11-19,1.625
"5Y US Bond",2019-11-20,1.594
"5Y US Bond",2019-11-21,1.619
"5Y US Bond",2019-11-22,1.624
"5Y US Bond",2019-11-23,1.624
"5Y US Bond",2019-11-24,1.634
"5Y US Bond",2019-11-25,1.607
"5Y US Bond",2019-11-26,1.596
"5Y US Bond",2019-11-27,1.627
"5Y US Bond",2019-11-28,1.636
"5Y US Bond",2019-11-29,1.624
"5Y US Bond",2019-11-30,1.624
"5Y US Bond",2019-12-01,1.642
"5Y US Bond",2019-12-02,1.644
"5Y US Bond",2019-12-03,1.544
"5Y US Bond",2019-12-04,1.603
"5Y US Bond",2019-12-05,1.631
"5Y US Bond",2019-12-06,1.667
"5Y US Bond",2019-12-07,1.667
"5Y US Bond",2019-12-08,1.668
"5Y US Bond",2019-12-09,1.658
"5Y US Bond",2019-12-10,1.686
"5Y US Bond",2019-12-11,1.638
"5Y US Bond",2019-12-12,1.731
"5Y US Bond",2019-12-13,1.657
"5Y US Bond",2019-12-14,1.657
"5Y US Bond",2019-12-15,1.663
"5Y US Bond",2019-12-16,1.703
"5Y US Bond",2019-12-17,1.702
"5Y US Bond",2019-12-18,1.736
"5Y US Bond",2019-12-19,1.735
"5Y US Bond",2019-12-20,1.734
"5Y US Bond",2019-12-21,1.734
"5Y US Bond",2019-12-22,1.735
"5Y US Bond",2019-12-23,1.746
"5Y US Bond",2019-12-24,1.712
"5Y US Bond",2019-12-25,1.735
"5Y US Bond",2019-12-26,1.719
"5Y US Bond",2019-12-27,1.678
"5Y US Bond",2019-12-28,1.678
"5Y US Bond",2019-12-29,1.676
"5Y US Bond",2019-12-30,1.676
"5Y US Bond",2019-12-31,1.693
"5Y US Bond",2020-01-01,1.693
"5Y US Bond",2020-01-02,1.667
"5Y US Bond",2020-01-03,1.595
"5Y US Bond",2020-01-04,1.595
"5Y US Bond",2020-01-05,1.568
"5Y US Bond",2020-01-06,1.607
"5Y US Bond",2020-01-07,1.604
"5Y US Bond",2020-01-08,1.665
"5Y US Bond",2020-01-09,1.651
"5Y US Bond",2020-01-10,1.633
"5Y US Bond",2020-01-11,1.633
"5Y US Bond",2020-01-12,1.633
"5Y US Bond",2020-01-13,1.651
"5Y US Bond",2020-01-14,1.618
"5Y US Bond",2020-01-15,1.602
"5Y US Bond",2020-01-16,1.625
"5Y US Bond",2020-01-17,1.623
"5Y US Bond",2020-01-18,1.623
"5Y US Bond",2020-01-19,1.623
"5Y US Bond",2020-01-20,1.620
"5Y US Bond",2020-01-21,1.575
"5Y US Bond",2020-01-22,1.575
"5Y US Bond",2020-01-23,1.544
"5Y US Bond",2020-01-24,1.509
"5Y US Bond",2020-01-25,1.509
"5Y US Bond",2020-01-26,1.450
"5Y US Bond",2020-01-27,1.445
"5Y US Bond",2020-01-28,1.484
"5Y US Bond",2020-01-29,1.404
"5Y US Bond",2020-01-30,1.409
"5Y US Bond",2020-01-31,1.315
"5Y US Bond",2020-02-01,1.315
"5Y US Bond",2020-02-02,1.323
"5Y US Bond",2020-02-03,1.349
"5Y US Bond",2020-02-04,1.422
"5Y US Bond",2020-02-05,1.463
"5Y US Bond",2020-02-06,1.463
"5Y US Bond",2020-02-07,1.404
"5Y US Bond",2020-02-08,1.404
"5Y US Bond",2020-02-09,1.382
"5Y US Bond",2020-02-10,1.380
"5Y US Bond",2020-02-11,1.422
"5Y US Bond",2020-02-12,1.454
"5Y US Bond",2020-02-13,1.442
"5Y US Bond",2020-02-14,1.418
"5Y US Bond",2020-02-15,1.418
"5Y US Bond",2020-02-16,1.418
"5Y US Bond",2020-02-17,1.409
"5Y US Bond",2020-02-18,1.396
"5Y US Bond",2020-02-19,1.409
"5Y US Bond",2020-02-20,1.363
"5Y US Bond",2020-02-21,1.322
