"sname","date","value"
"10Y US Bond",2022-04-16,2.828
"10Y US Bond",2022-04-17,2.828
"10Y US Bond",2022-04-18,2.857
"10Y US Bond",2022-04-19,2.940
"10Y US Bond",2022-04-20,2.834
"10Y US Bond",2022-04-21,2.908
"10Y US Bond",2022-04-22,2.905
"10Y US Bond",2022-04-23,2.905
"10Y US Bond",2022-04-24,2.905
"10Y US Bond",2022-04-25,2.818
"10Y US Bond",2022-04-26,2.738
"10Y US Bond",2022-04-27,2.826
"10Y US Bond",2022-04-28,2.820
"10Y US Bond",2022-04-29,2.938
"10Y US Bond",2022-04-30,2.938
"10Y US Bond",2022-05-01,2.938
"10Y US Bond",2022-05-02,2.987
"10Y US Bond",2022-05-03,2.975
"10Y US Bond",2022-05-04,2.946
"10Y US Bond",2022-05-05,3.052
"10Y US Bond",2022-05-06,3.142
"10Y US Bond",2022-05-07,3.142
"10Y US Bond",2022-05-08,3.142
"10Y US Bond",2022-05-09,3.034
"10Y US Bond",2022-05-10,2.989
"10Y US Bond",2022-05-11,2.925
"10Y US Bond",2022-05-12,2.855
"10Y US Bond",2022-05-13,2.928
"10Y US Bond",2022-05-14,2.928
"10Y US Bond",2022-05-15,2.928
"10Y US Bond",2022-05-16,2.886
"10Y US Bond",2022-05-17,2.995
"10Y US Bond",2022-05-18,2.884
"10Y US Bond",2022-05-19,2.848
"10Y US Bond",2022-05-20,2.788
"10Y US Bond",2022-05-21,2.788
"10Y US Bond",2022-05-22,2.788
"10Y US Bond",2022-05-23,2.861
"10Y US Bond",2022-05-24,2.754
"10Y US Bond",2022-05-25,2.751
"10Y US Bond",2022-05-26,2.754
"10Y US Bond",2022-05-27,2.743
"10Y US Bond",2022-05-28,2.743
"10Y US Bond",2022-05-29,2.743
"10Y US Bond",2022-05-30,2.812
"10Y US Bond",2022-05-31,2.862
"10Y US Bond",2022-06-01,2.911
"10Y US Bond",2022-06-02,2.913
"10Y US Bond",2022-06-03,2.941
"10Y US Bond",2022-06-04,2.941
"10Y US Bond",2022-06-05,2.941
"10Y US Bond",2022-06-06,3.044
"10Y US Bond",2022-06-07,2.979
"10Y US Bond",2022-06-08,3.034
"10Y US Bond",2022-06-09,3.046
"10Y US Bond",2022-06-10,3.165
"10Y US Bond",2022-06-11,3.165
"10Y US Bond",2022-06-12,3.165
"10Y US Bond",2022-06-13,3.362
"10Y US Bond",2022-06-14,3.479
"10Y US Bond",2022-06-15,3.292
"10Y US Bond",2022-06-16,3.195
"10Y US Bond",2022-06-17,3.231
"10Y US Bond",2022-06-18,3.231
"10Y US Bond",2022-06-19,3.231
"10Y US Bond",2022-06-20,3.277
"10Y US Bond",2022-06-21,3.279
"10Y US Bond",2022-06-22,3.160
"10Y US Bond",2022-06-23,3.089
"10Y US Bond",2022-06-24,3.138
"10Y US Bond",2022-06-25,3.138
"10Y US Bond",2022-06-26,3.138
"10Y US Bond",2022-06-27,3.202
"10Y US Bond",2022-06-28,3.177
"10Y US Bond",2022-06-29,3.087
"10Y US Bond",2022-06-30,3.017
"10Y US Bond",2022-07-01,2.889
"10Y US Bond",2022-07-02,2.889
"10Y US Bond",2022-07-03,2.889
"10Y US Bond",2022-07-04,2.932
"10Y US Bond",2022-07-05,2.818
"10Y US Bond",2022-07-06,2.934
"10Y US Bond",2022-07-07,3.000
"10Y US Bond",2022-07-08,3.080
"10Y US Bond",2022-07-09,3.080
"10Y US Bond",2022-07-10,3.080
"10Y US Bond",2022-07-11,2.993
"10Y US Bond",2022-07-12,2.971
"10Y US Bond",2022-07-13,2.935
"10Y US Bond",2022-07-14,2.958
"10Y US Bond",2022-07-15,2.928
"10Y US Bond",2022-07-16,2.928
"10Y US Bond",2022-07-17,2.928
"10Y US Bond",2022-07-18,2.989
"10Y US Bond",2022-07-19,3.028
"10Y US Bond",2022-07-20,3.030
"10Y US Bond",2022-07-21,2.882
"10Y US Bond",2022-07-22,2.754
"10Y US Bond",2022-07-23,2.754
"10Y US Bond",2022-07-24,2.754
"10Y US Bond",2022-07-25,2.807
"10Y US Bond",2022-07-26,2.803
"10Y US Bond",2022-07-27,2.785
"10Y US Bond",2022-07-28,2.671
"10Y US Bond",2022-07-29,2.658
"10Y US Bond",2022-07-30,2.658
"10Y US Bond",2022-07-31,2.658
"10Y US Bond",2022-08-01,2.568
"10Y US Bond",2022-08-02,2.747
"10Y US Bond",2022-08-03,2.706
"10Y US Bond",2022-08-04,2.694
"10Y US Bond",2022-08-05,2.827
"10Y US Bond",2022-08-06,2.827
"10Y US Bond",2022-08-07,2.827
"10Y US Bond",2022-08-08,2.752
"10Y US Bond",2022-08-09,2.786
"10Y US Bond",2022-08-10,2.785
"10Y US Bond",2022-08-11,2.889
"10Y US Bond",2022-08-12,2.842
"10Y US Bond",2022-08-13,2.842
"10Y US Bond",2022-08-14,2.842
"10Y US Bond",2022-08-15,2.793
"10Y US Bond",2022-08-16,2.819
"10Y US Bond",2022-08-17,2.900
"10Y US Bond",2022-08-18,2.886
"10Y US Bond",2022-08-19,2.976
"10Y US Bond",2022-08-20,2.976
